productName,brand,price,thcContent,cbdContent,category,rating,reviewCount,dispensaryCount,market,searchQuery,url,image
RSO Original | Sour Kush | Hybrid | 1g,Skagit Organics,22.00,610mg,16mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-rso-platinum-granddaddy-purple-indica-1-x-1g,
CBD RSO Original | Critical Mass 1:1 | Indica | 1g,,22.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbd-rso-original-critical-mass-1-1-indica-1g,
Capsules RSO Original | Durban Poison | Sativa | 10 Pack,,25.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-capsules-rso-original-durban-poison-sativa-13-pack,
RSO Original | Lemon OG | Hybrid | 1g | DOH,,22.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-rso-original-lemon-og-hybrid-1g-doh,
CBG RSO Original | Milky Way CBG | 1g | DOH+,,22.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbg-original-milky-way-cbg-1g-doh,
THC Platinum Distillate | Blue Dream | Sativa | 1g,,17.60,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-thc-platinum-distillate-blue-dream-sativa-1g,
Blue Raspberry CBD Fruit Chews - 250 mg,Smokiez Edibles,27.00,1mg,25mg,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-green-apple-delta-8-thc-fruit-chews-250-mg-wa,
Ray S Lemonade Pineapple 100mg Thc,Ray's Lemonade,26.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-pineapple-100mg-thc,
Guava Indica 100mg Live Resin Fruit Chews - OR,Smokiez Edibles,27.00,100mg,,GUMMIES,5.0,2,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-guava-indica-100mg-live-resin-fruit-chews-or,
Capsules RSO Original | Dutch Treat | Hybrid | 10 Pack,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-capsules-rso-original-dutch-treat-hybrid-14-pack,
THC RSO Original | Blackberry Kush | Indica | 1g,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-thc-rso-original-blackberry-kush-indica-1g,
CBG RSO Original | Milky Way CBG | 7 x 1g | DOH+,,120.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbg-original-milky-way-cbg-7-x-1g-doh,
Ray S Lemonade Dragon Fruit Lil Rays 100 100mg Thc Cbg,Ray's Lemonade,16.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-dragon-fruit-lil-rays-100-100mg-thc-cbg,
Capsules RSO Original | Critical Mass 1:1 | CBD | 10 Pack,,25.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-capsules-rso-original-critical-mass-1-1-cbd-10-pack,
CBD RSO Original | Critical Mass 1:1 | Indica | 7 x 1g,,135.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbd-rso-original-critical-mass-1-1-indica-7-x-1g,
Lemon Shortbread - Flagship,,36.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-lemon-shortbread-freddy-s-finest,
Ray S Lemonade Strawberry Lil Ray S 100mg Thc,Ray's Lemonade,12.00,100mg,,,4.7,3,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-strawberry-lil-ray-s-100mg-thc,
Ray S Lemonade Original Lil Ray S 100mg Thc,Ray's Lemonade,16.00,100mg,,,5.0,4,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-original-lil-ray-s-100mg-thc,
Tiger Mintz 1g Distillate Cart,,28.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/tyson20/products/tyson20-tiger-mintz-1g-distillate-cart,
CBD Original | Harlequin | Sativa | 5:1 | 1g,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbd-original-harlequin-sativa-5-1-1g,
Cherry Gelato | Melted Diamond Live Resin Vaporizer | 1.0g (Ready-to-Use),,51.00,,,,4.4,76,,Los Angeles,THC gummies,https://weedmaps.com/brands/rove/products/rove-rove-ready-to-use-live-resin-diamond-vaporizer-cherry-gelato-h-1-0g,
Sativa 1g Preroll,,10.80,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/tyson20/products/tyson20-sativa-1g-preroll-ae950a7d-0c35-4d6e-954f-8d8f1578bb8d,
Ray S Lemonade Solventless Mango Lil Rays 100mg Thc,Ray's Lemonade,15.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-solventless-mango-lil-rays-100mg-thc,
Vape THC Platinum | Bubba Kush | Indica | 1g,,30.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-vape-thc-platinum-bubba-kush-indica-1g,
Ray S Lemonade Strawberry 100 100mg Thc Cbd,Ray's Lemonade,26.00,100mg,100mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-strawberry-100-100mg-thc-cbd,
Hybrid 1g Preroll,,10.80,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/tyson20/products/tyson20-hybrid-1g-preroll-16f3973b-4dea-4b65-bba5-a7bde3199ab2,
RSO Original | Bubba Kush | Indica | 1g | DOH,,24.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-rso-original-bubba-kush-indica-1g-doh,
Ray S Lemonade Solventless Huckleberry Lil Rays 100mg Thc,Ray's Lemonade,15.00,100mg,6mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-solventless-huckleberry-lil-rays-100mg-thc,
Ray S Lemonade Solventless Original Lemonade Lil Rays 100mg Thc,Ray's Lemonade,12.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-solventless-original-lemonade-lil-rays-100mg-thc,
Ray S Lemonade Solventless Strawberry Lil Rays 100mg Thc,Ray's Lemonade,15.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-solventless-strawberry-lil-rays-100mg-thc,
Ray S Lemonade Pineapple Lil Ray S 100mg Thc,Ray's Lemonade,12.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-pineapple-lil-ray-s-100mg-thc,
Smokiez Edibles B5297d93 Ade5 4801 Ae0d D0ca04552161,Smokiez Edibles,25.00,100mg,,GUMMIES,5.0,3,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-b5297d93-ade5-4801-ae0d-d0ca04552161,
Value THC RSO | THC Blend | Mixed | 1g,,8.40,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-value-thc-rso-thc-blend-mixed-1g,
Ice Cream Mintz - Legacy Pre Roll 1g,,9.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-ice-cream-mintz-legacy-pre-roll-1g,
Dante's Inferno - Legacy Pre Roll 1g,,9.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-dante-s-inferno-legacy-pre-roll-1g,
Goldust - Flagship,,30.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-goldust-flagship,
Permanent Marker - Flagship,,40.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-permanent-marker-flagship,
THC Platinum Distillate | Lemon Kush | Hybrid | 1g,,24.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-thc-platinum-distillate-lemon-kush-hybrid-1g,
RSO Original | Dutch Treat | Hybrid | 1g,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-rso-original-dutch-treat-hybrid-1g,
Marionberry Indica Enhanced Gummies | 100mg 10pk,WYLD,24.00,,,GUMMIES,5.0,7,,Los Angeles,THC gummies,https://weedmaps.com/brands/wyld/products/wyld-43374b21-8c36-413a-bace-8e20a056207d,
Value CBN RSO | CBN Blend | Mixed | 1g,,12.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-value-cbn-rso-cbn-blend-mixed-1g,
Permanent Marker Preroll 1g - Freddy's Finest,,7.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-permanent-marker-preroll-1g-freddy-s-finest,
Ray S Lemonade Huckleberry Lil Rays 100mg Thc,Ray's Lemonade,11.20,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-huckleberry-lil-rays-100mg-thc,
Carrot Cake - Legacy,,40.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-carrot-cake,
Ray S Lemonade Solventless Huckleberry 100mg Thc,Ray's Lemonade,14.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-solventless-huckleberry-100mg-thc,
THC RSO Original | Super Silver Haze | Sativa | 1g,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-thc-rso-original-super-silver-haze-sativa-1g-1a27ce3b-0925-4569-a6fa-719a98db876e,
Ray S Lemonade Tiger S Blood Lil Ray S 100mg Thc Dbea1e59 B3f2 42a5 A59c 76b1e9bf8839,Ray's Lemonade,12.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-tiger-s-blood-lil-ray-s-100mg-thc-dbea1e59-b3f2-42a5-a59c-76b1e9bf8839,
Ray S Lemonade Raspberry Lil Rays 100mg Thc,Ray's Lemonade,12.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-raspberry-lil-rays-100mg-thc,
Ray S Lemonade Strawberry Lil Rays 100 100mg Thc Cbd,Ray's Lemonade,12.00,50mg,50mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-strawberry-lil-rays-100-100mg-thc-cbd,
Vape THC Platinum | Sundae Driver | Indica | 1g,,30.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-vape-thc-platinum-sundae-driver-indica-1g,
Smokiez HYBRID Green Apple Fruit Chews - 100mg 10pk - WA,Smokiez Edibles,16.80,100mg,10mg,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-smokiez-hybrid-green-apple-fruit-chews-100mg-10pk-wa,
Ray S Lemonade Solventess Blackberry 100mg Thc,Ray's Lemonade,26.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-solventess-blackberry-100mg-thc,
Ray S Lemonade Solventless Peach 100mg Thc,Ray's Lemonade,26.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-solventless-peach-100mg-thc,
Ray S Lemonade Huckleberry Lil Ray S 100mg Thc,Ray's Lemonade,12.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-huckleberry-lil-ray-s-100mg-thc,
CBD Platinum | Critical Mass | Indica | 1:1 | 1g,,28.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbd-platinum-critical-mass-indica-1-1-1g,
CBD Platinum | Pine Tsunami | Hybrid | 1g | 3:1,,28.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbd-platinum-pine-tsunami-hybrid-1g-3-1,
RSO Original | Durban Poison | Sativa | 3 x 1g | DOH,,22.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-rso-original-durban-poison-sativa-3-x-1g-doh,
Ray S Lemonade Caffeinated Strawberry Lil Ray S 100 40mg Thc Caffeine,Ray's Lemonade,13.00,100mg,,,4.5,2,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-caffeinated-strawberry-lil-ray-s-100-40mg-thc-caffeine,
Smokiez INDICA Blackberry Fruit Chews - 100mg 10pk - WA,Smokiez Edibles,25.00,10mg,,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-smokiez-indica-blackberry-fruit-chews-100mg-10pk-wa,
Pear 1:1 THC:CBG Hybrid Enhanced Gummies 200mg,WYLD,27.00,,,GUMMIES,5.0,1,,Los Angeles,THC gummies,https://weedmaps.com/brands/wyld/products/wyld-163492a5-297e-4c88-8025-f8af8050ef7f,
Vape CBN Platinum | Purple Cadillac CBN | CBN | 1g,,28.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-vape-cbn-platinum-purple-cadillac-cbn-cbn-1g,
RSO Original | ATF | 1g | Sativa | DOH,,28.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-rso-original-atf-1g-sativa-doh,
Smokiez Edibles Blue Raspberry Fruit Chews 100 Mg Thc Nv Ec994f1c 24df 4f5f 8914 719f97c18dca,Smokiez Edibles,25.00,100mg,,GUMMIES,5.0,1,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-blue-raspberry-fruit-chews-100-mg-thc-nv-ec994f1c-24df-4f5f-8914-719f97c18dca,
Smokiez Edibles 2a8d989e 8e97 4725 Be9d Ea103692a260,Smokiez Edibles,30.00,100mg,,GUMMIES,5.0,1,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-2a8d989e-8e97-4725-be9d-ea103692a260,
Smokiez Blue Raspberry Fruit Chews - 100mg - 10pk,Smokiez Edibles,20.00,100mg,,GUMMIES,4.8,4,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-66ffe1c6-607f-4e57-9726-b39e24c8085b,
CBG Platinum Distillate | White Widow CBG | Hybrid | 1g,,22.40,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbg-platinum-distillate-white-widow-cbg-hybrid-1g,
Vape CBG Platinum | White Widow CBG | CBG | 1g,,28.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-vape-cbg-platinum-white-widow-cbg-cbg-1g,
Ray S Lemonade Huckleberry 100mg Thc,Ray's Lemonade,20.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-huckleberry-100mg-thc,
Fritter Glitter - Freddy's Finest,,40.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-fritter-glitter-freddy-s-finest,
Smokiez Edibles Smokiez Tropical Fruit 100mg Cbd 100mg Thc Fruit Chews Wa,Smokiez Edibles,30.00,100mg,100mg,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-smokiez-tropical-fruit-100mg-cbd-100mg-thc-fruit-chews-wa,
Passion Fruit Sativa 100mg Live Resin Fruit Chews - OR,Smokiez Edibles,27.00,100mg,,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-passion-fruit-sativa-100mg-live-resin-fruit-chews-or,
Smokiez Edibles Smokiez Sour Tropical Fruit 100mg Cbd 100mg Thc Fruit Chews Wa,Smokiez Edibles,30.00,100mg,100mg,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-smokiez-sour-tropical-fruit-100mg-cbd-100mg-thc-fruit-chews-wa,
Permanent Marker - Freddy's Finest,,40.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-permanent-marker-freddy-s-finest,
Blue Slushie -Flagship,,50.00,,,,5.0,1,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-blue-slushie-freddy-s-finest,
Ray S Lemonade Dragon Fruit 100mg Thc,Ray's Lemonade,20.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-dragon-fruit-100mg-thc,
"Wild Mint Plain Jane Lotion | Mixed | CBD, THC, CBG | 2.5oz",Skagit Organics,44.00,5mg,50mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-plain-jane-mixed-cbd-thc-cbg-2-5oz,
Sour Blue Raspberry CBD Fruit Chews - 250 mg - WA,Smokiez Edibles,30.00,10mg,250mg,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-sour-blue-raspberry-delta-8-thc-fruit-chews-250-mg-wa,
RSO Original | Cherry CBG | 1g | Hybrid,,25.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-rso-original-cherry-cbg-1g-hybrid,
"Wild Mint Salve | CBD Chill | Mixed | CBD, THC, CBG | 3oz",Skagit Organics,44.00,100mg,2000mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbd-chill-mixed-cbd-thc-cbg-8ml,
THC RSO Original | 9# Hammer | Indica | 1g,,22.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-thc-rso-original-9-hammer-indica-1g,
Lemon Oreo Gelato - Freddy's Finest,,50.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-lemon-oreo-gelato-freddy-s-finest,
Ray S Lemonade Caffeinated Huckleberry Lil Ray S 100 40mg Thc Caffeine,Ray's Lemonade,13.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-caffeinated-huckleberry-lil-ray-s-100-40mg-thc-caffeine,
THC Platinum Distillate | Sundae Driver | Indica | 7 x 1g,,25.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-thc-platinum-distillate-sundae-driver-indica-7-x-1g-d794e70d-930f-4787-96fc-f6206c6f83a3,
Magic Melon | Melted Diamond Live Resin Vaporizer | 1.0g (Reload),,46.75,,,,5.0,1,,Los Angeles,THC gummies,https://weedmaps.com/brands/rove/products/rove-8db0d23c-348b-40d7-9399-0f7208ea0231,
81.88% THC | 2.37% CBD,,28.00,,,,1.0,1,,Los Angeles,THC gummies,https://weedmaps.com/brands/tyson20/products/tyson20-tyson-2-0-cartridge,
Ethos Apex - Cured Resin Disposable,,50.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-ethos-apex-cured-resin-disposable,
Ethos Apex - Flagship,,50.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-ethos-apex-flagship,
Goldust - Cured Resin Disposable,,45.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-goldust-cured-resin-disposable,
Lemon Shortbread - Sauced (HTE) Disposable,,45.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-lemon-shortbread-sauced-hte-disposable,
Oreo Blizzy - Legacy Pre Roll 1g,,11.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-oreo-blizzy-legacy-pre-roll-1g,
Ray S Lemonade Original Lemonade 100mg Thc,Ray's Lemonade,16.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-original-lemonade-100mg-thc,
Vape CBD Platinum | Critical Mass 1:1 | Indica | 1g,,33.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-vape-cbd-platinum-critical-mass-1-1-indica-7-x-1g,
Sour Tangerine Hybrid Enhanced Gummies 100mg | 10pk,WYLD,18.00,,,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/wyld/products/wyld-632a0c65-68ad-4675-a092-bb0d3b16dc32,
Ray S Lemonade Tiger S Blood Lil Ray S 100mg Thc,Ray's Lemonade,12.00,50mg,50mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-tiger-s-blood-lil-ray-s-100mg-thc,
"Wild Mint Headache Roller | Help | Mixed | CBD, THC, CBG | 1.5oz",Skagit Organics,20.00,5mg,50mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-help-mixed-cbd-thc-cbg-1-5oz,
CBG RSO Original | Stem Cell CBG | Hybrid | 1g,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbg-rso-original-stem-cell-cbg-hybrid-1g,
Smokiez Edibles Smokiez Sour Jamberry 100mg Cbn 100mg Thc 1 1 Fruit Chews Oh,Smokiez Edibles,25.00,10mg,,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-smokiez-sour-jamberry-100mg-cbn-100mg-thc-1-1-fruit-chews-oh,
Ray S Lemonade Huckleberry 100 100mg Thc Cbd,Ray's Lemonade,24.00,100mg,100mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-huckleberry-100-100mg-thc-cbd,
Ray S Lemonade Strawberry 100mg Thc,Ray's Lemonade,20.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-strawberry-100mg-thc,
CBG RSO Original | Stem Cell CBG | Hybrid | 7 x 1g,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbg-rso-original-stem-cell-cbg-hybrid-7-x-1g,
Capsules RSO Original | 9# Hammer | Indica | 10 Pack,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-capsules-rso-original-9-hammer-indica-11-pack,
Value CBG RSO | CBG Blend | Mixed | 1g,,15.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-value-cbg-rso-cbg-blend-mixed-1g,
Ray S Lemonade Raspberry 100 100mg Thc Cbd,Ray's Lemonade,24.00,100mg,100mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-raspberry-100-100mg-thc-cbd,
Value CBD RSO | CBD Blend | Mixed | 1g,,15.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-value-cbd-rso-cbd-blend-mixed-7-x-1g,
Capsules RSO Original | Milky Way | CBG | 10 Pack,,25.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-capsules-rso-original-milky-way-cbg-12-pack,
Capsules RSO Original | Purple Cadillac CBN | CBN | 10 Pack,,25.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-capsules-rso-original-purple-cadillac-cbn-cbn-1g,
Pear CBD + CBG Gummies | 10-Pack,,28.00,,,GUMMIES,4.7,7,,Los Angeles,THC gummies,https://weedmaps.com/brands/wyld/products/wyld-pear-250mg-cbd-100mg-cbg-gummies-by-wyld,
Carrot Cake - Sauced (HTE) Disposable,,39.10,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-carrot-cake-sauced-hte-disposable,
Pear 1:1 THC:CBG Hybrid Enhanced Gummies 10:10mg 2pk,WYLD,22.10,,,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/wyld/products/wyld-71ae903b-6cc6-4bd1-80c0-b2b1b3cb3a6b,
Ray S Lemonade Mango Lil Rays 100mg Thc,Ray's Lemonade,12.75,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-mango-lil-rays-100mg-thc,
Carrot Cake - Cured Resin Disposable,,42.50,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-carrot-cake-cured-resin-disposable,
Ray S Lemonade Strawberry Lil Ray S 50 50mg Thc Cbd,Ray's Lemonade,12.75,50mg,50mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-strawberry-lil-ray-s-50-50mg-thc-cbd,
Smokiez Edibles Watermelon 100mg Cbn 100mg Thc 1 1 Fruit Chews Ok,Smokiez Edibles,25.00,100mg,,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-watermelon-100mg-cbn-100mg-thc-1-1-fruit-chews-ok,
Ray S Lemonade Solventless Citrus Kush Lil Rays 100mg Thc,Ray's Lemonade,12.75,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-solventless-citrus-kush-lil-rays-100mg-thc,
RSO Platinum | Granddaddy Purple | Indica | 1g,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-rso-platinum-granddaddy-purple-indica-1g,
Ray S Lemonade Kiwi Strawberry Lil Ray S Lemonade 100mg Thc,Ray's Lemonade,13.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-kiwi-strawberry-lil-ray-s-lemonade-100mg-thc,
CBD Original | Harlequin | Sativa | 5:1 | 7 x 1 Gram,,22.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbd-original-harlequin-sativa-5-1-7-x-1-gram,
THC Platinum Distillate | Sundae Driver | Indica | 3 x 1g,,28.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-thc-platinum-distillate-sundae-driver-indica-3-x-1g,
Ray S Lemonade Diet Raspberry 100mg Thc,Ray's Lemonade,20.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-diet-raspberry-100mg-thc,
