productName,brand,price,thcContent,cbdContent,category,rating,reviewCount,dispensaryCount,market,searchQuery,url,image
Ray S Lemonade Raspberry Lil Ray S Lemonade 100mg Thc 4f794c2b Ab2b 411d 9786 6a1d25fc471e,Ray's Lemonade,11.20,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-raspberry-lil-ray-s-lemonade-100mg-thc-4f794c2b-ab2b-411d-9786-6a1d25fc471e,
Ray S Lemonade Dragon Fruit Lil Ray S 100mg Thc C9420dbb 16bf 40c5 Aa9d 5d1e4e05c27b,Ray's Lemonade,11.20,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-dragon-fruit-lil-ray-s-100mg-thc-c9420dbb-16bf-40c5-aa9d-5d1e4e05c27b,
Smokiez Edibles 0dc73ef8 58ca 4689 89e4 B4bb041f11ba,Smokiez Edibles,29.00,100mg,,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-0dc73ef8-58ca-4689-89e4-b4bb041f11ba,
Smokiez INDICA Blue Raspberry Fruit Chews - 100mg 10pk - WA,Smokiez Edibles,20.00,100mg,10mg,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-smokiez-indica-blue-raspberry-fruit-chews-100mg-10pk-wa,
CBD Original | AC/DC | Sativa | 14:1 | 1g | DOH,,20.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-cbd-original-ac-dc-sativa-14-1-1g-doh,
Sherb Crasher - Flagship Pre Roll 1g,,10.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-sherb-crasher-pre-roll-1g,
Ray S Lemonade Solventless Pineapple Lil Rays 100mg Thc,Ray's Lemonade,15.00,100mg,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-solventless-pineapple-lil-rays-100mg-thc,
Ray S Lemonade Huckleberry 10 100mg Thc Cbd,Ray's Lemonade,9.00,100mg,100mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-huckleberry-10-100mg-thc-cbd,
Sour Apple Sativa Enhanced Gummies | 2pk (10mg),WYLD,23.00,,,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/wyld/products/wyld-4be9feaa-38f9-4ff5-b791-47f2827dae16,
Freddy's Fuego Pre Roll Pack,,48.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-freddy-s-fuego-pre-roll-pack,
Smokiez Edibles Sour Blue Raspberry Fruit Chews 250 Mg Cbd Me,Smokiez Edibles,20.00,10mg,250 mg,GUMMIES,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/smokiez-edibles/products/smokiez-edibles-sour-blue-raspberry-fruit-chews-250-mg-cbd-me,
Scented Marker - Sauced (HTE) Disposable,,39.10,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-scented-marker-sauced-hte-disposable,
Capsules RSO Original | Pine Tsunami 10:1 | CBD | 10 Pack,Skagit Organics,17.00,20mg,200mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/skagit-organics/products/skagit-organics-capsules-rso-original-pine-tsunami-20-1-cbd-15-pack,
Big Baby - Sauced (HTE) Disposable,,39.10,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/freddy-s-fuego/products/freddy-s-fuego-big-baby-sauced-hte-disposable,
Ray S Lemonade Tiger S Blood Lil Ray S 50 50mg Thc Cbd,Ray's Lemonade,12.00,50mg,50mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-tiger-s-blood-lil-ray-s-50-50mg-thc-cbd,
Guava Solventless Hash Rosin Gummies | Balanced,Good Tide,23.10,100mg,,GUMMIES,4.8,185,,Los Angeles,THC gummies,https://weedmaps.com/brands/good-tide/products/good-tide-guava-solventless-hash-rosin-gummies,
Mango Solventless Hash Rosin Gummies | Mellow,Good Tide,23.10,100mg,,GUMMIES,4.7,161,,Los Angeles,THC gummies,https://weedmaps.com/brands/good-tide/products/good-tide-mango-solventless-hash-rosin-gummies,
Pineapple Solventless Hash Rosin Gummies | Uplifting,Good Tide,23.10,100mg,,GUMMIES,4.8,207,,Los Angeles,THC gummies,https://weedmaps.com/brands/good-tide/products/good-tide-test-product,
Drops – Watermelon 20 Piece (Chill),Drops,17.50,100mg,,GUMMIES,4.7,72,,Los Angeles,THC gummies,https://weedmaps.com/brands/drops/products/drops-watermelon-10-piece-drops-chill,
Kiwi Strawberry Solventless Hash Rosin Gummies | Refreshing,Good Tide,24.50,100mg,100mg,GUMMIES,4.8,121,,Los Angeles,THC gummies,https://weedmaps.com/brands/good-tide/products/good-tide-kiwi-strawberry-solventless-hass-rosin-gummies-refreshing,
Passion Fruit Solventless Hash Gummies | Sleep,Good Tide,24.50,100mg,100mg,GUMMIES,4.8,106,,Los Angeles,THC gummies,https://weedmaps.com/brands/good-tide/products/good-tide-passion-fruit-solventless-hash-gummies-sleep,
Grapefruit Solventless Hash Rosin Gummies | Blissful,Good Tide,24.50,100mg,100mg,GUMMIES,4.8,127,,Los Angeles,THC gummies,https://weedmaps.com/brands/good-tide/products/good-tide-grapefruit-solventless-hash-rosin-gummies-blissful,
Golden Pineapple - WA,,105.00,,,,4.9,21,,Los Angeles,THC gummies,https://weedmaps.com/brands/phat-panda/products/phat-panda-golden-pineapple,
Drops – Cherry 20 Piece (Dreamy),Drops,17.50,100mg,,GUMMIES,4.8,75,,Los Angeles,THC gummies,https://weedmaps.com/brands/drops/products/drops-cherry-10-piece-drops-dreamy,
Drops – Lime 20 Piece (Balanced),Drops,17.50,100mg,,GUMMIES,4.7,52,,Los Angeles,THC gummies,https://weedmaps.com/brands/drops/products/drops-lime-10-piece-drops-balanced,
Phat Panda Og Chem,,8.40,,,,5.0,6,,Los Angeles,THC gummies,https://weedmaps.com/brands/phat-panda/products/phat-panda-og-chem,
Grape Stomper Juicy Stickz .75g,,5.00,,,,5.0,3,,Los Angeles,THC gummies,https://weedmaps.com/brands/hellavated/products/hellavated-grape-stomper-juicy-stickz-75g,
Cookies - 3.5G Flower Tub - Black Cherry Gelato,,50.40,,,,4.7,21,,Los Angeles,THC gummies,https://weedmaps.com/brands/cookies/products/cookies-136a81b2-ca2b-4d08-91b7-c543f9796962,
OG Chem - Preroll - WA,,3.00,,,,4.7,3,,Los Angeles,THC gummies,https://weedmaps.com/brands/phat-panda/products/phat-panda-og-chem-preroll,
Pineapple Express (Sativa) - 1g AIO,,40.00,,,,4.8,49,,Los Angeles,THC gummies,https://weedmaps.com/brands/micro-bar/products/micro-bar-pineapple-express-sativa-1g,
Mr. Moxey's Energize Peppermint Mints,Mr. Moxey's,22.20,5mg,,,5.0,1,,Los Angeles,THC gummies,https://weedmaps.com/brands/mr-moxey-s/products/mr-moxey-s-mr-moxey-s-energize-peppermint-mints,
Cookies - 3.5G Flower Tub - Triple Scoop,,63.00,,,,4.6,32,,Los Angeles,THC gummies,https://weedmaps.com/brands/cookies/products/cookies-cookies-triple-scoop,
Cookies - 1G Dual Chamber Vape - BernieHana Butter/Tequila Sunrise,,58.00,,,,3.9,44,,Los Angeles,THC gummies,https://weedmaps.com/brands/cookies/products/cookies-cookies-1g-dual-chamber-vape-berniehana-butter-tequila-sunrise,
Cookies - 3.5G - Hawaiian Rain,,63.00,,,,4.7,18,,Los Angeles,THC gummies,https://weedmaps.com/brands/cookies/products/cookies-cookies-hawaiian-rain,
Golden Pineapple - Preroll - WA,,3.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/phat-panda/products/phat-panda-golden-pineapple-preroll,
Passion Orange Guava (Indica) - 1g AIO,,35.00,,,,4.8,50,,Los Angeles,THC gummies,https://weedmaps.com/brands/micro-bar/products/micro-bar,
White Razz (Hybrid) - 1g AIO,,40.00,,,,4.7,36,,Los Angeles,THC gummies,https://weedmaps.com/brands/micro-bar/products/micro-bar-white-razz-hybrid-1g-aio,
Trophy Wife - WA,,18.00,,,,4.8,4,,Los Angeles,THC gummies,https://weedmaps.com/brands/phat-panda/products/phat-panda-trophy-wife,
Cookies - Blue Agave,,50.40,,,,4.5,2,,Los Angeles,THC gummies,https://weedmaps.com/brands/cookies/products/cookies-cookies-blue-agave-985cfdf2-5cf2-400b-90f7-61b0111e386a,
Grand Daddy Purple - WA,,19.00,,,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/phat-panda/products/phat-panda-grand-daddy-purple,
Wedding Cake - WA,,3.50,,,,5.0,4,,Los Angeles,THC gummies,https://weedmaps.com/brands/phat-panda/products/phat-panda-wedding-cake,
Cookies - 3.5G Flower Tub - Adios Mother Fucker,,63.00,,,,4.0,2,,Los Angeles,THC gummies,https://weedmaps.com/brands/cookies/products/cookies-cookies-adios-mother-fucker,
Cookies - 3.5G - Blue Raz,,50.40,,,,4.8,50,,Los Angeles,THC gummies,https://weedmaps.com/brands/cookies/products/cookies-cookies-blue-raz,
Phat Panda Blue Dream,,19.00,,,,5.0,2,,Los Angeles,THC gummies,https://weedmaps.com/brands/phat-panda/products/phat-panda-blue-dream,
AiroPod - Midnight Moon - Indica - 1g,,40.00,,,,4.3,8,,Los Angeles,THC gummies,https://weedmaps.com/brands/airo-vapor/products/airo-vapor-airopro-midnight-moon-indica-1g,
Tangerine 1:1 Fruit Gummies,binske,17.50,100mg,100mg,GUMMIES,4.0,1,,Los Angeles,THC gummies,https://weedmaps.com/brands/binske/products/binske-tangerine-gummy,
Bomb Popz Juicy Stickz .75g,,5.00,,,,5.0,2,,Los Angeles,THC gummies,https://weedmaps.com/brands/hellavated/products/hellavated-bomb-popz-juicy-stickz-75g,
Cookies - 1G Pre Roll - Triple Scoop,,17.00,,,,4.9,17,,Los Angeles,THC gummies,https://weedmaps.com/brands/cookies/products/cookies-cookies-1g-pre-roll-triple-scoop,
Blueberry Dream Juicy Stickz .75g,,5.00,,,,3.5,4,,Los Angeles,THC gummies,https://weedmaps.com/brands/hellavated/products/hellavated-blueberry-dream-juicy-stickz-75g,
Trophy Wife - Preroll - WA,,3.00,,,,5.0,1,,Los Angeles,THC gummies,https://weedmaps.com/brands/phat-panda/products/phat-panda-trophy-wife-preroll,
Mr. Moxey's Balance Peppermint Mints,Mr. Moxey's,22.20,,5mg,,,,,Los Angeles,THC gummies,https://weedmaps.com/brands/mr-moxey-s/products/mr-moxey-s-mr-moxey-s-balance-peppermint-mints,
Pink Lemonade (Indica) - 1g AIO,,45.00,,,,4.5,22,,Los Angeles,THC gummies,https://weedmaps.com/brands/micro-bar/products/micro-bar-pink-lemonade-indica-1g,
Tiger's Blood lil' Rays 100mg,Ray's Lemonade,11.20,100mg,,,,,,Los Angeles,delta 9 gummies,https://weedmaps.com/brands/ray-s-lemonade/products/ray-s-lemonade-tiger-s-blood-lil-rays-100mg,
Peach Cobbler Juicy Stickz .75g,,5.00,,,,,,,Chicago,delta 9 gummies,https://weedmaps.com/brands/hellavated/products/hellavated-peach-cobbler-juicy-stickz-75g,
