productId,brand,shopDomain,productName,productType,price,compareAtPrice,formFactor,thcType,cannabinoids,variantCount,tags,url
8510069211328,Cheef Botanicals,cheefbotanicals.com,Magic Mushroom Gummies [Psilocybin-Free] Pineapple,Shroom Gummies,29.95,,Gummy,Other,,4,Shroom Gummies,https://cheefbotanicals.com/products/magic-mushroom-gummies-non-detect-pineapple
8510069178560,Cheef Botanicals,cheefbotanicals.com,Magic Mushroom Gummies [Psilocybin-Free] Watermelon,Shroom Gummies,29.95,,Gummy,Other,,4,Shroom Gummies,https://cheefbotanicals.com/products/magic-mushroom-gummies-non-detect-watermelon
8510069113024,Cheef Botanicals,cheefbotanicals.com,Magic Mushroom Gummies [Psilocybin-Free] Wildberry,Shroom Gummies,29.95,,Gummy,Other,,4,Shroom Gummies,https://cheefbotanicals.com/products/magic-mushroom-gummies-non-detect-wildberry
8429350125760,Cheef Botanicals,cheefbotanicals.com,Classics Mix Pack - Feminized,,82.65,,Other,Other,,3,single-mix-packs-template,https://cheefbotanicals.com/products/classics-mix-pack-feminized
8383685001408,Cheef Botanicals,cheefbotanicals.com,Future Haze THCA Quickies – Sativa (10-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Sativa, THCa",https://cheefbotanicals.com/products/thca-quickies-future-haze-10-pack
8383684968640,Cheef Botanicals,cheefbotanicals.com,Blue Dream THCA Quickies – Sativa (10-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Sativa, THCa",https://cheefbotanicals.com/products/thca-quickies-blue-dream-10-pack
8383684935872,Cheef Botanicals,cheefbotanicals.com,OG Kush THCA Quickies – Indica (10-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Indica, THCa",https://cheefbotanicals.com/products/thca-quickies-og-kush-10-pack
8383684903104,Cheef Botanicals,cheefbotanicals.com,Gorilla Glue THCA Quickies – Indica (10-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Indica, THCa",https://cheefbotanicals.com/products/thca-quickies-gorilla-glue-10-pack
8383684870336,Cheef Botanicals,cheefbotanicals.com,Zkittlez THCA Quickies – Hybrid (10-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Hybrid, THCa",https://cheefbotanicals.com/products/thca-quickies-zkittlez-10-pack
8383684804800,Cheef Botanicals,cheefbotanicals.com,Gelato THCA Quickies – Hybrid (10-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Hybrid, THCa",https://cheefbotanicals.com/products/thca-quickies-gelato-10-pack
8383684772032,Cheef Botanicals,cheefbotanicals.com,Future Haze THCA Infused Pre-Rolls – Sativa (5-Pack | 3.5g),,45.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Sativa, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-future-haze-infused-5-pack
8383684673728,Cheef Botanicals,cheefbotanicals.com,Blue Dream THCA Infused Pre-Rolls – Sativa (5-Pack | 3.5g),,45.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Sativa, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-blue-dream-infused-5-pack
8383684640960,Cheef Botanicals,cheefbotanicals.com,OG Kush THCA Infused Pre-Rolls – Indica (5-Pack | 3.5g),,45.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Indica, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-og-kush-infused-5-pack
8383684608192,Cheef Botanicals,cheefbotanicals.com,Gorilla Glue THCA Infused Pre-Rolls – Indica (5-Pack | 3.5g),,45.00,,Flower,THC-A,"Delta-9 THC, THC-A",1,"Flower, Hollyweed, Indica, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-gorilla-glue-infused-5-pack
8383684542656,Cheef Botanicals,cheefbotanicals.com,Zkittlez THCA Infused Pre-Rolls – Hybrid (5-Pack | 3.5g),,45.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Hybrid, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-zkittlez-infused-5-pack
8383684477120,Cheef Botanicals,cheefbotanicals.com,Gelato THCA Infused Pre-Rolls – Hybrid (5-Pack | 3.5g),,45.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Hybrid, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-gelato-infused-5-pack
8383684444352,Cheef Botanicals,cheefbotanicals.com,Future Haze THCA Pre-Rolls – Sativa (5-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Sativa, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-future-haze-5-pack
8383684378816,Cheef Botanicals,cheefbotanicals.com,Blue Dream THCA Pre-Rolls – Sativa (5-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Sativa, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-blue-dream-5-pack
8383684346048,Cheef Botanicals,cheefbotanicals.com,OG Kush THCA Pre-Rolls – Indica (5-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Indica, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-og-kush-5-pack
8383684280512,Cheef Botanicals,cheefbotanicals.com,Gorilla Glue THCA Pre-Rolls – Indica (5-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Indica, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-gorilla-glue-5-pack
8383684247744,Cheef Botanicals,cheefbotanicals.com,Zkittlez THCA Pre-Rolls – Hybrid (5-Pack | 3.5g),,40.00,,Edible,THC-A,THC-A,1,"Flower, Hollyweed, Hybrid, THCa",https://cheefbotanicals.com/products/thca-pre-rolls-zkittlez-5-pack
8383684182208,Cheef Botanicals,cheefbotanicals.com,Gelato THCA Pre-Rolls – Hybrid (5-Pack | 3.5g),,40.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Hybrid, THCa",https://cheefbotanicals.com/products/products-thca-pre-rolls-gelato-5-pack
8383684149440,Cheef Botanicals,cheefbotanicals.com,THCA Flower - OG Kush Strain | Indica,,60.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Indica, THCa",https://cheefbotanicals.com/products/og-kush-strain
8383684018368,Cheef Botanicals,cheefbotanicals.com,THCA Flower - Gelato Strain | Hybrid,,60.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Hybrid, THCa",https://cheefbotanicals.com/products/gelato-strain
8383683985600,Cheef Botanicals,cheefbotanicals.com,THCA Flower - Gorilla Glue Strain | Indica,,60.00,,Flower,THC-A,THC-A,1,"Flower, Hollyweed, Indica, THCa",https://cheefbotanicals.com/products/gorilla-glue-strain
8383683920064,Cheef Botanicals,cheefbotanicals.com,THCA Disposable - Blue Dream Vape | Sativa,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Sativa, THCa, Vapes",https://cheefbotanicals.com/products/thca-vape-blue-dream
8383683887296,Cheef Botanicals,cheefbotanicals.com,THCA Vape - Lime Sherbet Strain | Indica,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Indica, THCa, Vapes",https://cheefbotanicals.com/products/thca-vape-lime-sherbert-punch
8383683821760,Cheef Botanicals,cheefbotanicals.com,THCA Vape - Lychee Dream Strain | Sativa,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Sativa, THCa, Vapes",https://cheefbotanicals.com/products/thca-vape-lychee-dream
8383683756224,Cheef Botanicals,cheefbotanicals.com,THCA Vape – Papaya Punch Strain | Hybrid,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Hybrid, THCa, Vapes",https://cheefbotanicals.com/products/thca-vape-papaya-punch
8383683690688,Cheef Botanicals,cheefbotanicals.com,THCA Vape – Sunset Sherbet Strain (Sherbert) | Hybrid,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Hybrid, THCa, Vapes",https://cheefbotanicals.com/products/thca-vape-sunset-sherbet
8383683657920,Cheef Botanicals,cheefbotanicals.com,THCA Vape - Blue Zkittlez Strain | Indica,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Indica, THCa, Vapes",https://cheefbotanicals.com/products/thca-vape-blue-skittlez
8383683592384,Cheef Botanicals,cheefbotanicals.com,THCA Vape - Watermelon Z Strain (Zlushie) | Indica,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Indica, THCa, Vapes",https://cheefbotanicals.com/products/thca-vape-watermelon-z-strain-zlushie-indica
8383683559616,Cheef Botanicals,cheefbotanicals.com,THCA Vape - Sweet Island Skunk Strain | Sativa,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Sativa, THCa, Vapes",https://cheefbotanicals.com/products/thca-vape-sweet-island-skunk
8383683526848,Cheef Botanicals,cheefbotanicals.com,THCA Flower - Lemon Bars Strain | Sativa,,60.00,,Flower,THC-A,THC-A,3,"Flower, Hollyweed, Sativa, THCa",https://cheefbotanicals.com/products/thca-flower-lemon-bars
8383683494080,Cheef Botanicals,cheefbotanicals.com,THCA Flower - Future Haze Strain | Sativa,,60.00,,Flower,THC-A,THC-A,3,"Flower, Hollyweed, Sativa, THCa",https://cheefbotanicals.com/products/thca-flower-future-haze
8383683461312,Cheef Botanicals,cheefbotanicals.com,THCA Flower - Sherbet Strain | Hybrid,,60.00,,Flower,THC-A,THC-A,3,"Flower, Hollyweed, Hybrid, THCa",https://cheefbotanicals.com/products/thca-flower-sherbet
8383683428544,Cheef Botanicals,cheefbotanicals.com,THCA Vape - Banana Runtz Disposable | Hybrid,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Hybrid, THCa, Vapes",https://cheefbotanicals.com/products/banana-runtz-disposable-thca-vape
8383683395776,Cheef Botanicals,cheefbotanicals.com,THCA Vape - Guava Gelato Strain | Disposable Pen,,60.00,,Vape,THC-A,THC-A,3,"Hollyweed, Hybrid, THCa, Vapes",https://cheefbotanicals.com/products/thca-vape-guava-gelato
8383683330240,Cheef Botanicals,cheefbotanicals.com,CBN Sleep Gummies + Full-Spectrum CBD | Lavender Berry,,75.00,,Gummy,Full Spectrum,"CBD, CBN, Full Spectrum",3,"CBD, Gummies, Hollyweed",https://cheefbotanicals.com/products/cbn-gummy-cubes-live-rosin-sleep-lavender-berry
8363034771648,Cheef Botanicals,cheefbotanicals.com,Super Silver Haze Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, CBM-FEMinized, Cheap, Evening, Haze Strains, High Cannabis, Hybrid, Relaxation, Stress",https://cheefbotanicals.com/products/super-silver-haze-seeds-feminized
8363034738880,Cheef Botanicals,cheefbotanicals.com,MAC 1 Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Cannabis Strains for Indoor Growing, CBM-FEMinized, Cheap, Evening, High Cannabis, Hybrid, Relaxation, Stress",https://cheefbotanicals.com/products/mac-1-seeds-feminized
8363034706112,Cheef Botanicals,cheefbotanicals.com,White Widow Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Cannabis Seeds for Indoor Growing, CBM-FEMinized, Cheap, Hybrid, Indica Dominant, Relaxation, Sleep, Stress",https://cheefbotanicals.com/products/white-widow-seeds-feminized
8363034640576,Cheef Botanicals,cheefbotanicals.com,OG Kush Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, CBM-FEMinized, Cheap, Evening, High Cannabis, High Producing, Hybrid, OG Strains, Relaxation, Stress",https://cheefbotanicals.com/products/og-kush-seeds-feminized
8363034607808,Cheef Botanicals,cheefbotanicals.com,Purple Mix Pack Feminized,,82.65,,Edible,CBD Only,CBD,3,single-mix-packs-template,https://cheefbotanicals.com/products/purple-mix-pack-feminized
8363034509504,Cheef Botanicals,cheefbotanicals.com,Sweet Candy Mix Pack Feminized,,82.65,,Gummy,Other,,3,single-mix-packs-template,https://cheefbotanicals.com/products/sweet-candy-mix-pack-feminized
8363034476736,Cheef Botanicals,cheefbotanicals.com,Fruity Mix Pack Feminized,,82.65,,Flower,Other,,3,single-mix-packs-template,https://cheefbotanicals.com/products/fruity-mix-pack-feminized
8363034443968,Cheef Botanicals,cheefbotanicals.com,Kush Mix Pack Feminized,,82.65,,Other,Other,,3,single-mix-packs-template,https://cheefbotanicals.com/products/kush-mix-pack-feminized
8363034378432,Cheef Botanicals,cheefbotanicals.com,Juicy Mix Pack Feminized,,82.65,,Edible,Other,,3,single-mix-packs-template,https://cheefbotanicals.com/products/juicy-mix-pack-feminized
8363034345664,Cheef Botanicals,cheefbotanicals.com,Sweet Chill Mix Pack Feminized,,82.65,,Edible,CBD Only,CBD,3,single-mix-packs-template,https://cheefbotanicals.com/products/sweet-chill-mix-pack-feminized
8363034280128,Cheef Botanicals,cheefbotanicals.com,Hybrid Mix Pack Autoflower,,82.65,,Vape,CBD Only,CBD,3,single-mix-packs-template,https://cheefbotanicals.com/products/hybrid-mix-pack-cbm-autoflower
8363034247360,Cheef Botanicals,cheefbotanicals.com,Sativa Mix Pack Autoflower,,82.65,,Flower,CBD Only,CBD,3,single-mix-packs-template,https://cheefbotanicals.com/products/sativa-mix-pack-autoflower
8363034214592,Cheef Botanicals,cheefbotanicals.com,Indica Mix Pack Autoflower,,82.65,,Edible,CBD Only,CBD,3,single-mix-packs-template,https://cheefbotanicals.com/products/indica-mix-pack-autoflower
8363034050752,Cheef Botanicals,cheefbotanicals.com,Hybrid Mix Pack Feminized,,82.65,,Edible,Full Spectrum,"CBD, Full Spectrum",3,,https://cheefbotanicals.com/products/hybrid-mix-pack-feminized
8363033985216,Cheef Botanicals,cheefbotanicals.com,Sativa Mix Pack Feminized,,82.65,,Flower,Full Spectrum,"CBD, Full Spectrum",3,,https://cheefbotanicals.com/products/sativa-mix-pack-feminized
8363033952448,Cheef Botanicals,cheefbotanicals.com,Indica Mix Pack Feminized,,82.65,,Tincture,CBD Only,CBD,3,,https://cheefbotanicals.com/products/indica-mix-pack-feminized
8363083038912,Cheef Botanicals,cheefbotanicals.com,Exotic Mix Pack - Autoflower,,82.65,,Vape,CBD Only,CBD,3,,https://cheefbotanicals.com/products/exotic-mix-pack-autoflower
8363083006144,Cheef Botanicals,cheefbotanicals.com,Classics Mix Pack - Autoflower,,82.65,,Flower,CBD Only,CBD,3,single-mix-packs-template,https://cheefbotanicals.com/products/classics-mix-pack
8363082973376,Cheef Botanicals,cheefbotanicals.com,Durban Poison Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Strains, Autoflower, Awake, Cheap, Daytime, Energetic, Happy, High Cannabis, Outdoor Autoflower, Sativa",https://cheefbotanicals.com/products/durban-poison-seeds-autoflower
8363082940608,Cheef Botanicals,cheefbotanicals.com,Bruce Banner Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Autoflower, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, Cheap, Day, Elevation, Exotic, High Cannabis, High Producing, Hybrid, Insomnia, Nausea, Outdoor Autoflower, Sativa",https://cheefbotanicals.com/products/bruce-banner-seeds-autoflower
8363082907840,Cheef Botanicals,cheefbotanicals.com,Gorilla Glue Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Anxiety, Autoflower, Cheap, Elevation, High Cannabis, Outdoor Autoflower",https://cheefbotanicals.com/products/gorilla-glue-seeds-autoflower
8363082875072,Cheef Botanicals,cheefbotanicals.com,Frozay Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Autoflower, Cheap, Outdoor Autoflower",https://cheefbotanicals.com/products/frozay-seeds-autoflower
8363082842304,Cheef Botanicals,cheefbotanicals.com,GG4 Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Appetite, Autoflower, Cannabis Seeds for Indoor Growing, Cheap, Elevation, Evening, High Cannabis, Hybrid, Outdoor Autoflower",https://cheefbotanicals.com/products/gg4-seeds-autoflower
8363082809536,Cheef Botanicals,cheefbotanicals.com,Girl Scout Cookies Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Autoflower, Cannabis Seeds for Indoor Growing, Cheap, Day, Elevation, High Cannabis, Hybrid, Indica, Outdoor Autoflower, Stress",https://cheefbotanicals.com/products/girl-scout-cookies-seeds-autoflower
8363082776768,Cheef Botanicals,cheefbotanicals.com,Green Crack Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Autoflower, Cheap, Outdoor Autoflower",https://cheefbotanicals.com/products/green-crack-seeds-autoflower
8363082678464,Cheef Botanicals,cheefbotanicals.com,Hindu Kush Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Autoflower, Cheap, Landrace Strains, Outdoor Autoflower",https://cheefbotanicals.com/products/hindu-kush-seeds-autoflower
8363082612928,Cheef Botanicals,cheefbotanicals.com,Biscotti Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Autoflower, Cannabis Seeds for Indoor Growing, Cheap, Evening, Indica, Insomnia, Mid Cannabinoid, Outdoor Autoflower, Stress",https://cheefbotanicals.com/products/biscotti-seeds-autoflower
8363061674176,Cheef Botanicals,cheefbotanicals.com,Baking Mix Pack - Feminized,,82.65,,Edible,CBD Only,CBD,3,single-mix-packs-template,https://cheefbotanicals.com/products/baking-mix-pack-feminized
8363061641408,Cheef Botanicals,cheefbotanicals.com,Cookies Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"123, All Cannabis Seeds, Calm, Cheap, Evening, Exotic Strains, Feminized, Fruity Cannabis Strains, High Cannabis, Hybrid, Relaxation",https://cheefbotanicals.com/products/cookies-seeds-feminized
8363061608640,Cheef Botanicals,cheefbotanicals.com,Blueberry Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Cannabis Seeds for Indoor Growing, Evening, Feminized, Fruity Cannabis Strains, Hybrid, Relaxation",https://cheefbotanicals.com/products/blueberry-seeds-feminized
8363061575872,Cheef Botanicals,cheefbotanicals.com,Dosido Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Awake, Cheap, Daytime, Feminized, Happy, High Cannabis, High Producing, Productivity, Sativa",https://cheefbotanicals.com/products/dosido-seeds-feminized
8363061543104,Cheef Botanicals,cheefbotanicals.com,Granddaddy Purple Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Cheap, Feminized, High Cannabis, Insomnia, Night, Sleep",https://cheefbotanicals.com/products/granddaddy-purple-seeds-feminized
8363061412032,Cheef Botanicals,cheefbotanicals.com,Cereal Milk Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Elevation, Evening, Exotic, Feminized, High Cannabis, Hybrid, OG Strains, Stress",https://cheefbotanicals.com/products/cereal-milk-seeds-feminized
8363061379264,Cheef Botanicals,cheefbotanicals.com,Blue Dream Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Cheap, Cheese Strains, Day, Elevation, Exotic, Feminized, Haze Strains, Hybrid, Indica, Kush Strains, Low cannabinoid, OG Strains, Pain, Sativa, Skunk Strains",https://cheefbotanicals.com/products/blue-dream-seeds-feminized
8363061346496,Cheef Botanicals,cheefbotanicals.com,GMO Cookies Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Appetite, Best Cannabis Strains, Cheap, Cheese Strains, Evening, Exotic, Feminized, Haze Strains, High Cannabis, Indica, Kush Strains, OG Strains, Sativa, Skunk Strains, Stress",https://cheefbotanicals.com/products/gmo-cookies-seeds-feminized
8363061313728,Cheef Botanicals,cheefbotanicals.com,Gelato 41 Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, Cheap, Cheese Strains, Day, Elevation, Exotic, Feminized, Fruity Cannabis Strains, Haze Strains, High Producing, Hybrid, Indica, Kush Strains, Low cannabinoid, OG Strains, Sativa, Skunk Strains, Stress",https://cheefbotanicals.com/products/gelato-41-seeds-feminized
8363061280960,Cheef Botanicals,cheefbotanicals.com,Gary Payton Seeds Feminized,,32.45,,Tincture,Delta-9,"Delta-9 THC, CBD",3,"All Cannabis Seeds, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, Cheap, Cheese Strains, Day, Elevation, Exotic, Feminized, Fruity Cannabis Strains, Haze Strains, High Cannabis, High Producing, Hybrid, Kush Strains, OG Strains, Sativa, Skunk Strains, Stress",https://cheefbotanicals.com/products/gary-payton-seeds-feminized
8363061248192,Cheef Botanicals,cheefbotanicals.com,Apple Fritter Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Anxiety, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, Cheap, Cheese Strains, Day, Elevation, Exotic, Feminized, Fruity Cannabis Strains, Haze Strains, High Cannabis, High Producing, Hybrid, Kush Strains, OG Strains, Skunk Strains",https://cheefbotanicals.com/products/apple-fritter-seeds-feminized
8363061215424,Cheef Botanicals,cheefbotanicals.com,Ice Cream Cake Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, Cheap, Cheese Strains, Evening, Exotic, Feminized, Fruity Cannabis Strains, Haze Strains, High Cannabis, High Producing, Hybrid, Indica, Insomnia, Kush Strains, OG Strains, Pain, Skunk Strains",https://cheefbotanicals.com/products/ice-cream-cake-seeds-feminized
8363061182656,Cheef Botanicals,cheefbotanicals.com,Banana OG Seeds Feminized,,32.45,,Tincture,Full Spectrum,"CBD, Full Spectrum",3,"All Cannabis Seeds, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, Cheap, Cheese Strains, Evening, Exotic, Feminized, Fruity Cannabis Strains, Haze Strains, High Cannabis, High Producing, Hybrid, Indica, Insomnia, Kush Strains, OG Strains, Sativa, Skunk Strains, Stress",https://cheefbotanicals.com/products/banana-og-seeds-feminized
8363036770496,Cheef Botanicals,cheefbotanicals.com,Mimosa Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, CBM-FEMinized, Cheap, Cheese Strains, Day, Elevation, Exotic, Fruity Cannabis Strains, Haze Strains, High Cannabis, High Producing, Hybrid, Kush Strains, OG Strains, Sativa, Skunk Strains, Stress",https://cheefbotanicals.com/products/mimosa-seeds-feminized
8363036639424,Cheef Botanicals,cheefbotanicals.com,Purple Punch Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, CBM-FEMinized, Cheap, Cheese Strains, Exotic, Fruity Cannabis Strains, Haze Strains, High Cannabis, High Producing, Hybrid, Indica, Kush Strains, OG Strains, Sativa, Skunk Strains",https://cheefbotanicals.com/products/purple-punch-seeds-feminized
8363036573888,Cheef Botanicals,cheefbotanicals.com,Zkittlez Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Appetite, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, CBM-FEMinized, Cheap, Cheese Strains, Evening, Exotic, Fruity Cannabis Strains, Haze Strains, High Producing, Hybrid, Indica, Kush Strains, Mid Cannabinoid, OG Strains, Sativa, Skunk Strains, Stress",https://cheefbotanicals.com/products/zkittlez-seeds-feminized
8363036508352,Cheef Botanicals,cheefbotanicals.com,Watermelon Zkittlez Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Appetite, Best Cannabis Strains, CBM-FEMinized, Cheap, Cheese Strains, Day, Exotic, Haze Strains, High Cannabis, Hybrid, Kush Strains, OG Strains, Skunk Strains, Stress",https://cheefbotanicals.com/products/watermelon-zkittlez-seeds-feminized
8363036344512,Cheef Botanicals,cheefbotanicals.com,Kosher Kush Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Appetite, Best Cannabis Strains, CBM-FEMinized, Exotic, High Cannabis, Indica, Mid Cannabinoid, Night, OG Strains, Pain",https://cheefbotanicals.com/products/kosher-kush-seeds-feminized
8363036311744,Cheef Botanicals,cheefbotanicals.com,White Tahoe Cookies Feminized,,32.45,,Vape,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Exotic, Feminized, High Cannabis, Indica, Night, OG Strains, Pain, single-product, Stress",https://cheefbotanicals.com/products/white-tahoe-cookies-seeds-feminized
8363036278976,Cheef Botanicals,cheefbotanicals.com,Runtz Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, Day, Elevation, Exotic, Feminized, High Cannabis, High Producing, Hybrid, Indica, OG Strains, Stress",https://cheefbotanicals.com/products/runtz-seeds-feminized
8363036213440,Cheef Botanicals,cheefbotanicals.com,Lava Cake Seeds Feminized,,32.45,,Tincture,Full Spectrum,"CBD, Full Spectrum",3,"All Cannabis Seeds, Appetite, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, CBM-FEMinized, Evening, Exotic, High Producing, Hybrid, Indica, Low cannabinoid, OG Strains, Stress",https://cheefbotanicals.com/products/lava-cake-seeds-feminized
8363036180672,Cheef Botanicals,cheefbotanicals.com,White Runtz Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, CBM-FEMinized, Exotic, High Producing, Hybrid, OG Strains",https://cheefbotanicals.com/products/white-runtz-feminized
8363036147904,Cheef Botanicals,cheefbotanicals.com,Lemon Kush Seeds Feminized,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Appetite, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, CBM-FEMinized, Day, Elevation, Exotic, High Producing, Hybrid, Indica, OG Strains",https://cheefbotanicals.com/products/lemon-kush-feminized
8363036082368,Cheef Botanicals,cheefbotanicals.com,Kush Mints Seeds Feminized,,32.45,,Tincture,CBD Only,"Delta-9 THC, CBD",3,"All Cannabis Seeds, Best Cannabis Strains, Cannabis Seeds for Indoor Growing, CBM-FEMinized, Evening, Exotic, High Producing, Hybrid, Mid Cannabinoid, Nausea, OG Strains, Stress",https://cheefbotanicals.com/products/kush-mints-seeds-feminized
8363035820224,Cheef Botanicals,cheefbotanicals.com,Sour Diesel Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Cannabis Seeds for Indoor Growing, CBM-CBM-AUToflower, Cheap, Day, Elevation, High Cannabis, Outdoor CBM-CBM-AUToflower, Sativa, Stress",https://cheefbotanicals.com/products/sour-diesel-seeds-autoflower
8363035689152,Cheef Botanicals,cheefbotanicals.com,Sour Pinot Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, CBM-CBM-AUToflower, Cheap, Outdoor CBM-CBM-AUToflower",https://cheefbotanicals.com/products/sour-pinot-seeds-autoflower
8363035590848,Cheef Botanicals,cheefbotanicals.com,Skywalker OG Seeds Autoflower,,32.45,,Tincture,CBD Only,CBD,3,"All Cannabis Seeds, Appetite, Cannabis Seeds for Indoor Growing, CBM-CBM-AUToflower, Cheap, Elevation, Evening, High Cannabis, Indica, Insomnia, Outdoor CBM-CBM-AUToflower, Stress",https://cheefbotanicals.com/products/skywalker-og-seeds-autoflower
