productId,brand,shopDomain,productName,productType,price,compareAtPrice,formFactor,thcType,cannabinoids,variantCount,tags,url
7369682518087,Koi CBD,koicbd.com,MusciMind™ Liquid Trip,,59.96,,Gummy,CBD Only,CBD,3,"and More Products from Koi, blocked_LA, Compliant Products, Live Products, Mushroom Products, Mushroom Products/Liquid Mushroom Shots and Extracts, Shop All CBD, THC, Wellness Products, Zero THC Products",https://koicbd.com/products/product-muscimind-liquid-trip
7369684353095,Koi CBD,koicbd.com,The All-Day Wellness Pack,,109.98,219.96,Gummy,CBD Only,"CBD, CBG",1,"and More Products from Koi, and More Products from Koi/Holiday Bundles, Compliant Products, New CBD, Shop All CBD, Shop Koi Best Sellers, THC, THC Products and More from Koi",https://koicbd.com/products/the-all-day-wellness-pack
7369687400519,Koi CBD,koicbd.com,Koi CBD Balm,,39.99,,Vape,CBD Only,"CBD, Broad Spectrum",3,"CBD Cream, CBD for Muscle and Joint Support, CBD Products, CBD Products/CBD Balms, Compliant Products, Live Products, recovery, Shop All CBD, Subscriber Sample Products, THC, Zero THC Products",https://koicbd.com/products/product-cbd-balm
7369685270599,Koi CBD,koicbd.com,YEEHAW Infused Chocolate Bars,,34.99,,Vape,CBD Only,CBD,12,"Compliant Products, Edibles, Mushroom Products, Mushroom Products/Mushroom Chocolate, New CBD, Shop All CBD, THC, THC Products and More from Koi, Zero THC Products",https://koicbd.com/products/product-yeehaw-infused-chocolate-bars
7369684811847,Koi CBD,koicbd.com,Daytime Boost Gummies,,59.99,,Gummy,THC-A,"CBD, CBG, THC-A",2,"CBD Gummies for Energy, CBD Gummies for Focus, CBD Gummies for Stress, Compliant Products, Edibles, gummies, New CBD, No THCA Welcome, Shop All CBD, Shop Cannabinoid Products/CBG Products, THC, THC Products and More from Koi, Wellness Products",https://koicbd.com/products/product-daytime-boost-gummies
7369683664967,Koi CBD,koicbd.com,THCA Flower - Platinum Tier,,84.99,,Vape,THC-A,"CBD, THC-A",9,"blocked_CA, blocked_OR, High THC Products, Legal THCA Products, Legal THCA Products/THCA Flower, Live Products, New CBD, Non-Compliant Products, Shop All CBD, Shop Koi Best Sellers, THC, THC Products and More from Koi",https://koicbd.com/products/product-thca-flower-platinum-tier
7369683632199,Koi CBD,koicbd.com,THCA Flower - Gold Tier,,69.98,,Vape,THC-A,"CBD, THC-A",9,"blocked_CA, blocked_OR, High THC Products, Legal THCA Products, Legal THCA Products/THCA Flower, Live Products, New CBD, Non-Compliant Products, Shop All CBD, THC, THC Products and More from Koi",https://koicbd.com/products/product-thca-flower-gold-tier
7369683566663,Koi CBD,koicbd.com,THCA Flower - Silver Tier,,44.99,,Vape,THC-A,"CBD, THC-A",9,"blocked_CA, blocked_OR, High THC Products, Legal THCA Products, Legal THCA Products/THCA Flower, Live Products, New CBD, Non-Compliant Products, Shop All CBD, THC, THC Products and More from Koi",https://koicbd.com/products/product-thca-flower-silver-tier
7369683468359,Koi CBD,koicbd.com,Dragon Balm,,79.99,,Vape,CBD Only,CBD,1,"CBD Cream, CBD for Muscle and Joint Support, CBD Products, CBD Products/CBD Balms, Compliant Products, Live Products, Medium THC Products, New CBD, recovery, Shop All CBD, Shop Cannabinoid Products, THC, THC Products and More from Koi",https://koicbd.com/products/product-dragon-balm
7369683337287,Koi CBD,koicbd.com,THCA Liquid Diamond Vapes,,39.99,,Vape,Delta-8,"Delta-8 THC, CBD, THC-A",18,"blocked_CA, blocked_KY, blocked_OR, blocked_WA, CBD and THC Vapes, Delta 8, High THC Products, Legal THCA Products, Legal THCA Products/THCa Disposable Vapes, Live Products, Non-Compliant Products, relaxation, Shop All CBD, Shop CBD, THC",https://koicbd.com/products/product-thca-liquid-diamond-vapes-2-gram
7369683075143,Koi CBD,koicbd.com,Koi Extra Strength Delta 9 THC Gummies,,79.99,,Gummy,Delta-8,"Delta-9 THC, Delta-8 THC, CBD",9,"blocked_CA, blocked_OR, CBD for Sleep, CBD Products, CBD Products/CBD Gummies, Delta 8, Delta 9 THC Edibles, Delta 9 THC Gummies, Edibles, gummies, Gummies for Sleep, High THC Products, Live Products, Non-Compliant Products, relaxation, Shop All CBD, Shop Cannabinoid Products/Delta 9 THC Products, Shop CBD, Shop Koi Best Sellers, sleep, Strongest THC Gummies, THC, THC Gummies, THC Gummies for Relaxation",https://koicbd.com/products/product-extra-strength-delta-9-thc-gummies
7369683009607,Koi CBD,koicbd.com,Kratom Liquid Shots,,119.94,,Gummy,CBD Only,CBD,12,"blocked_AL, blocked_AR, blocked_CA, blocked_CO, blocked_FL, blocked_IL, blocked_IN, blocked_MS, blocked_RI, blocked_VT, blocked_WI, Focus, Kratom Gummies and Shots, Live Products, Shop All CBD, THC, Wellness Products, Zero THC Products",https://koicbd.com/products/product-kratom-liquid-shots
7369682911303,Koi CBD,koicbd.com,Kratom Gummies,,119.97,,Gummy,CBD Only,CBD,12,"blocked_AL, blocked_AR, blocked_CA, blocked_CO, blocked_FL, blocked_IL, blocked_IN, blocked_MS, blocked_RI, blocked_VT, blocked_WI, Edibles, Focus, gummies, Kratom Gummies and Shots, Live Products, Shop All CBD, THC, Wellness Products, Zero THC Products",https://koicbd.com/products/product-kratom-gummies
7369682780231,Koi CBD,koicbd.com,THCA Mini Pre-Rolls - Kief Infused,,49.99,,Vape,Delta-8,"Delta-8 THC, CBD, THC-A",9,"blocked_CA, blocked_OR, Delta 8, High THC Products, Legal THCA Products, Legal THCA Products/THCA Flower, Legal THCA Products/THCa Pre-Rolls, Live Products, Non-Compliant Products, relaxation, Shop All CBD, Shop CBD, THC",https://koicbd.com/products/product-0-66-gram-thca-mini-pre-rolls-kief-infused
7369682649159,Koi CBD,koicbd.com,THCA Pre-Roll - Diamond Infused,,59.99,,Vape,Delta-8,"Delta-8 THC, CBD, THC-A",15,"blocked_CA, blocked_OR, Delta 8, High THC Products, Legal THCA Products, Legal THCA Products/THCA Flower, Legal THCA Products/THCa Pre-Rolls, Live Products, Non-Compliant Products, relaxation, Shop All CBD, Shop CBD, THC",https://koicbd.com/products/product-1-gram-thca-pre-roll-diamond-infused
7369682550855,Koi CBD,koicbd.com,Koi THCA + THCP + Delta 9 THC 5g Disposable Vape,,69.99,,Tincture,Delta-9,"Delta-9 THC, CBD, THC-P, THC-A",3,"5g Live Resin Disposable Vapes, blocked_CA, blocked_OR, blocked_WA, CBD and THC Vapes, Delta 9 THC Vape Pens, High THC Products, Legal THCA Products, Legal THCA Products/THCa Disposable Vapes, Live Products, Non-Compliant Products, Shop All CBD, Shop Cannabinoid Products, Shop Cannabinoid Products/Delta 9 THC Products, Shop Cannabinoid Products/THC-P Products, Shop Koi Best Sellers, THC, THC-P Disposable Vapes",https://koicbd.com/products/product-thc-a-thc-p-delta-9-5g-disposable-vape
7369682419783,Koi CBD,koicbd.com,Koi Balance Bar CBD Vape,,35.99,,Vape,CBD Only,CBD,16,"blocked_CA, blocked_OR, blocked_WA, CBD and THC Vapes, CBD Products, CBD Products/CBD Vapes, Live Products, Non-Compliant Products, Shop All CBD, THC, Wellness Products, Zero THC Products",https://koicbd.com/products/product-koi-balance-bar-cbd-vape
7369682387015,Koi CBD,koicbd.com,Koi Extra Strength Delta 8 THC Gummies,,69.99,,Gummy,Delta-8,"Delta-8 THC, CBD",4,"blocked_CA, blocked_OR, Delta 8, Delta 8 THC Products, Delta 8 THC Products/Delta 8 Edibles, Delta 8 THC Products/Delta 8 THC Gummies, Edibles, gummies, Gummies for Sleep, High THC Products, Live Products, Non-Compliant Products, relaxation, Shop All CBD, Shop CBD, Strongest THC Gummies, THC, THC Gummies",https://koicbd.com/products/product-koi-extra-strength-delta8-thc-gummies
7369682288711,Koi CBD,koicbd.com,MusciMind Gummies,,93.72,,Gummy,CBD Only,CBD,2,"Amanita Muscaria Gummies, blocked_LA, Compliant Products, Edibles, gummies, Live Products, Mushroom Products, Mushroom Products/Mushroom Gummies, Shop All CBD, THC, Wellness Products, Zero THC Products",https://koicbd.com/products/product-muscimind-gummies
7369682255943,Koi CBD,koicbd.com,Koi Omega Hemp CBD Soft Chews,,59.98,,Gummy,Full Spectrum,"CBD, Full Spectrum",3,"CBD Products, CBD Products/CBD for Pets: Dogs and Cats, Compliant Products, Live Products, Shop All CBD, THC, Zero THC Products",https://koicbd.com/products/product-omega-hemp-cbd-soft-chews
7369682157639,Koi CBD,koicbd.com,Koi Calming CBD Soft Chews,,59.98,,Gummy,Full Spectrum,"CBD, Full Spectrum",3,"CBD Products, CBD Products/CBD for Pets: Dogs and Cats, Compliant Products, Live Products, Shop All CBD, THC, Zero THC Products",https://koicbd.com/products/product-calming-cbd-soft-chews
7369682124871,Koi CBD,koicbd.com,Koi Hip & Joint CBD Soft Chews,,59.98,,Gummy,Full Spectrum,"CBD, Full Spectrum",3,"CBD Products, CBD Products/CBD for Pets: Dogs and Cats, Compliant Products, Live Products, Shop All CBD, THC, Zero THC Products",https://koicbd.com/products/product-hip-joint-cbd-soft-chews
7369682026567,Koi CBD,koicbd.com,Koi Dragon Blend Gummies,,79.99,,Gummy,Delta-8,"Delta-9 THC, Delta-8 THC, CBD, THC-P",16,"blocked_CA, blocked_OR, Delta 8 THC Products, Delta 8 THC Products/Delta 8 THC Gummies, Delta 9 THC Edibles, Delta 9 THC Gummies, DragonBlendFB, Edibles, gummies, High THC Products, Live Products, Non-Compliant Products, Shop All CBD, Shop Cannabinoid Products, Shop Cannabinoid Products/Delta 9 THC Products, Shop Cannabinoid Products/THC-P Products, Shop Koi Best Sellers, Strongest THC Gummies, THC, THC Gummies, THC Gummies for Focus",https://koicbd.com/products/product-koi-dragon-blend-gummies
7369681928263,Koi CBD,koicbd.com,Koi THC + CBN + CBD Gummies,,79.98,,Gummy,Delta-9,"Delta-9 THC, CBD, CBN, Full Spectrum",3,"blocked_CA, blocked_OR, CBD for Sleep, CBD Products, CBD Products/CBD Gummies, Delta 9 Gummies for Sleep, Delta 9 THC Edibles, Delta 9 THC Gummies, Edibles, gummies, Gummies for Sleep, Live Products, Low THC Products, Non-Compliant Products, Shop All CBD, Shop Cannabinoid Products, Shop Cannabinoid Products/Best CBN Products for Sleep, Shop Cannabinoid Products/Delta 9 THC Products, sleep, THC, THC Gummies, THC Gummies for Relaxation, THC Gummies for Sleep, THC Gummies for Stress",https://koicbd.com/products/product-koi-cbn-gummies
7369681895495,Koi CBD,koicbd.com,Koi Full Spectrum CBD Balm,,99.99,,Vape,Full Spectrum,"CBD, Full Spectrum",1,"CBD Cream, CBD for Muscle and Joint Support, CBD Products, CBD Products/CBD Balms, Compliant Products, Live Products, Low THC Products, recovery, Shop All CBD, THC",https://koicbd.com/products/product-koi-full-spectrum-cbd-balm
7369681764423,Koi CBD,koicbd.com,Koi Delta 9 THC Gummies,,89.99,,Gummy,Delta-9,"Delta-9 THC, CBD",16,"blocked_CA, blocked_OR, CBD for Sleep, CBD Products, CBD Products/CBD Gummies, Delta 9 THC Edibles, Delta 9 THC Gummies, Edibles, gummies, Gummies for Sleep, Live Products, Medium THC Products, Non-Compliant Products, relaxation, Shop All CBD, Shop Cannabinoid Products, Shop Cannabinoid Products/Delta 9 THC Products, Shop CBD, Shop Koi Best Sellers, sleep, THC, THC Gummies, THC Gummies for Energy, THC Gummies for Relaxation",https://koicbd.com/products/product-delta-9-thc-gummies
7369681666119,Koi CBD,koicbd.com,Koi Complete Full Spectrum CBD Tincture,,149.99,,Tincture,Delta-9,"Delta-9 THC, CBD, Full Spectrum",2,"blocked_CA, blocked_OR, CBD Oil Products, CBD Products, CBD Products/CBD Tinctures, Live Products, Low THC Products, Non-Compliant Products, Shop All CBD, THC, Wellness Products",https://koicbd.com/products/product-koi-complete-full-spectrum-cbd-tincture
7369681567815,Koi CBD,koicbd.com,Koi Complete Full Spectrum CBD Gummies,,69.99,,Gummy,Delta-9,"Delta-9 THC, CBD, Full Spectrum",16,"blocked_CA, blocked_OR, CBD for Sleep, CBD Gummies for Relaxation, CBD Gummies for Stress, CBD Products, CBD Products/CBD Gummies, Delta 9 THC Edibles, Delta 9 THC Gummies, Edibles, gummies, Gummies for Sleep, Live Products, Low THC Products, Shop All CBD, Shop Cannabinoid Products/Delta 9 THC Products, Shop Koi Best Sellers, sleep, THC, THC Gummies",https://koicbd.com/products/product-koi-complete-full-spectrum-cbd-gummies
7369681502279,Koi CBD,koicbd.com,Koi CBD Dog Biscuits | Joint Support,,59.98,,Vape,Full Spectrum,"CBD, Full Spectrum",3,"CBD Products, CBD Products/CBD for Pets: Dogs and Cats, Compliant Products, Live Products, Shop All CBD, Zero THC Products",https://koicbd.com/products/product-koi-cbd-dog-biscuits-joint-support
7369681436743,Koi CBD,koicbd.com,Koi CBD Dog Biscuits | Immune Support,,59.98,,Vape,Full Spectrum,"CBD, Full Spectrum",3,"CBD Products, CBD Products/CBD for Pets: Dogs and Cats, Compliant Products, Live Products, Shop All CBD, Zero THC Products",https://koicbd.com/products/product-koi-cbd-dog-biscuits-immune-support
7369681305671,Koi CBD,koicbd.com,Koi CBD Dog Biscuits | Calming Support,,59.98,,Vape,Full Spectrum,"CBD, Full Spectrum",3,"CBD Products, CBD Products/CBD for Pets: Dogs and Cats, Compliant Products, Live Products, Shop All CBD, THC, Zero THC Products",https://koicbd.com/products/product-koi-cbd-dog-biscuits-calming-support
7369681043527,Koi CBD,koicbd.com,Koi Delta 8 THC Gummies,,89.99,,Gummy,Delta-8,"Delta-8 THC, CBD",16,"blocked_CA, blocked_OR, Delta 8, Delta 8 Gummies for Sleep, Delta 8 THC Products, Delta 8 THC Products/Delta 8 Edibles, Delta 8 THC Products/Delta 8 THC Gummies, Edibles, gummies, Gummies for Sleep, Live Products, Medium THC Products, Non-Compliant Products, relaxation, Shop All CBD, Shop CBD, Shop Koi Best Sellers, THC, THC Gummies",https://koicbd.com/products/product-koi-delta-8-gummies
7369680617543,Koi CBD,koicbd.com,Koi CBD Gummies | Anytime Balance,,59.99,,Gummy,CBD Only,"CBD, Broad Spectrum",3,"CBD Gummies for Focus, CBD Gummies for Stress, CBD Products, CBD Products/CBD Gummies, Compliant Products, Edibles, gummies, Live Products, Shop All CBD, Shop Koi Best Sellers, Subscriber Sample Products, THC, Wellness Products, Zero THC Products",https://koicbd.com/products/product-cbd-gummies-anytime-balance
7369680519239,Koi CBD,koicbd.com,Koi CBD Gummies | Nighttime Rest,,59.99,,Gummy,CBD Only,"CBD, Broad Spectrum",3,"CBD for Sleep, CBD Gummies for Sleep, CBD Products, CBD Products/CBD Gummies, Compliant Products, Edibles, gummies, Gummies for Sleep, Live Products, Shop All CBD, Shop Koi Best Sellers, sleep, Subscriber Sample Products, Zero THC Products",https://koicbd.com/products/product-cbd-gummies-nighttime-rest
7369680453703,Koi CBD,koicbd.com,Koi CBD Roll-On Gel,,39.99,,Vape,CBD Only,"CBD, Broad Spectrum",2,"CBD for Muscle and Joint Support, CBD Products, CBD Products/CBD Balms, Compliant Products, Live Products, recovery, Shop All CBD, Shop Koi Best Sellers, Zero THC Products",https://koicbd.com/products/product-koi-cbd-roll-on
7369680257095,Koi CBD,koicbd.com,Koi Naturals Broad Spectrum CBD Tincture,,69.99,,Tincture,CBD Only,"CBD, Broad Spectrum",6,"CBD Oil Products, CBD Products, CBD Products/CBD Tinctures, Compliant Products, Live Products, Shop All CBD, Shop Koi Best Sellers, Wellness Products, Zero THC Products",https://koicbd.com/products/product-cbd-oil-tincture-natural-flavor
7369680060487,Koi CBD,koicbd.com,Koi Naturals CBD Pet Spray,,39.99,,Tincture,CBD Only,"CBD, Broad Spectrum",3,"CBD Products, CBD Products/CBD for Pets: Dogs and Cats, Compliant Products, Live Products, Shop All CBD, THC, Zero THC Products",https://koicbd.com/products/product-koi-naturals-pet
-7044113578170538568,Diamond CBD,diamondcbd.com,25mg CBG Nano Tablets - Berries - Chill Plus,,0.62,,Other,Other,CBG,1,,https://diamondcbd.com/products/25mg-cbg-nano-tablets-berries-chill-plus
7542037539006106080,Diamond CBD,diamondcbd.com,25mg D9 Nano Tablets - Lemon - Chill Plus,,0.62,,Other,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/25mg-d9-nano-tablets-lemon-chill-plus
6709040539081924490,Diamond CBD,diamondcbd.com,150mg Delta 8 Gummies - Tropical Mix - Chill Extreme,,27.99,,Gummy,Delta-8,Delta-8 THC,1,,https://diamondcbd.com/products/150mg-delta-8-gummies-tropical-mix-chill-extreme
-7198766531915364598,Diamond CBD,diamondcbd.com,25mg CBN Nano Tablets - Blueberry - Chill Plus,,0.62,,Other,Other,CBN,1,,https://diamondcbd.com/products/25mg-cbn-nano-tablets-blueberry-chill-plus
1513847714199423284,Diamond CBD,diamondcbd.com,10mg D8 Nano Tablets - Berries - Chill Plus,,0.58,,Other,Delta-8,Delta-8 THC,1,,https://diamondcbd.com/products/10mg-d8-nano-tablets-berries-chill-plus
6105330356591357489,Diamond CBD,diamondcbd.com,25mg THCV Nano Tablets - Mango - Chill Plus,,0.62,,Other,THC-V,THC-V,1,,https://diamondcbd.com/products/25mg-thcv-nano-tablets-mango-chill-plus
1385974768268530632,Diamond CBD,diamondcbd.com,50mg Delta 8 Gummies - Tropical Mix - Chill Plus,,26.99,,Gummy,Delta-8,Delta-8 THC,1,,https://diamondcbd.com/products/50mg-delta-8-gummies-tropical-mix-chill-plus
5743839953563670235,Diamond CBD,diamondcbd.com,250mg D8 + Live Resin Gummies - GG4 Strain - Chill Extreme,,39.99,,Gummy,Delta-8,Delta-8 THC,1,,https://diamondcbd.com/products/250mg-d8-live-resin-gummies-gg4-strain-chill-extreme
-649915802178128123,Diamond CBD,diamondcbd.com,"10,000mg CBD Pain Relief Cream - 4oz - Biotech CBD",,59.99,,Topical,CBD Only,CBD,1,,https://diamondcbd.com/products/10000mg-cbd-pain-relief-cream-4oz-biotech-cbd
2124369162906588222,Diamond CBD,diamondcbd.com,Godfather OG Flower - Hybrid - THCA,,9.56,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/godfather-og-flower-hybrid-thca
986286337432649694,Diamond CBD,diamondcbd.com,50mg Broad Spectrum CBD Gummies - Fruity Mix - Chill,,27.99,,Gummy,CBD Only,"CBD, Broad Spectrum",1,,https://diamondcbd.com/products/50mg-broad-spectrum-cbd-gummies-fruity-mix-chill
-5449753548828939085,Diamond CBD,diamondcbd.com,300mg Milk Chocolate Bar – Delta 9 – Fresh,,19.99,,Edible,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/300mg-milk-chocolate-bar-delta-9-fresh
5308292843438610994,Diamond CBD,diamondcbd.com,"25mg Dream Blend - D8, HHC, CBD Isolate, CBN - Blends by Fresh",,21.99,,Other,Delta-8,"Delta-8 THC, CBD, CBN, HHC",1,,https://diamondcbd.com/products/25mg-dream-blend-d8-hhc-cbd-isolate-cbn-blends-fresh
-8649695251189496751,Diamond CBD,diamondcbd.com,Jet Fuel Gelato Flower - Sativa - THCA,,13.19,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/jet-fuel-gelato-flower-sativa-thca
-1627370888110425350,Diamond CBD,diamondcbd.com,100mg Black Raz THC Seltzer - D9 Nano - Fresh,,4.04,,Beverage,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/100mg-black-raz-thc-seltzer-d9-nano-fresh
-3442835190301079662,Diamond CBD,diamondcbd.com,200mg Lemon Lime THC Seltzer - D9 Nano - Fresh,,6.06,,Beverage,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/200mg-lemon-lime-thc-seltzer-d9-nano-fresh
4963645945589814472,Diamond CBD,diamondcbd.com,100mg Mango THC Seltzer - D9 Nano - Fresh,,4.04,,Beverage,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/100mg-mango-thc-seltzer-d9-nano-fresh
-5386841537043517302,Diamond CBD,diamondcbd.com,100mg Strawberry THC Seltzer - D9 Nano - Fresh,,4.04,,Beverage,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/100mg-strawberry-thc-seltzer-d9-nano-fresh
-1820797713997251115,Diamond CBD,diamondcbd.com,100mg Strawberry & Peach THC Seltzer - D9 Nano - Fresh,,4.04,,Beverage,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/100mg-strawberry-peach-thc-seltzer-d9-nano-fresh
-5616663591160844423,Diamond CBD,diamondcbd.com,100mg Cherry THC Seltzer - D9 Nano - Fresh,,4.04,,Beverage,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/100mg-cherry-thc-seltzer-d9-nano-fresh
-6249047564337580983,Diamond CBD,diamondcbd.com,100mg Blackberry THC Seltzer - D9 Nano - Fresh,,4.04,,Beverage,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/100mg-blackberry-thc-seltzer-d9-nano-fresh
-6525435877516978115,Diamond CBD,diamondcbd.com,100mg Berries THC Seltzer - D9 Nano - Fresh,,4.04,,Beverage,Delta-9,Delta-9 THC,1,,https://diamondcbd.com/products/100mg-berries-thc-seltzer-d9-nano-fresh
4060328806671941008,Diamond CBD,diamondcbd.com,50mg THCP Nano Tablets - Fruit Punch - Chill Plus,,0.80,,Other,THC-P,THC-P,1,,https://diamondcbd.com/products/50mg-thcp-nano-tablets-fruit-punch-chill-plus
-1692191680649816405,Diamond CBD,diamondcbd.com,25mg THCP Nano Tablets - Fruit Punch - Chill Plus,,0.62,,Other,THC-P,THC-P,1,,https://diamondcbd.com/products/25mg-thcp-nano-tablets-fruit-punch-chill-plus
4281833141419570002,Diamond CBD,diamondcbd.com,Lemonatti Flower - Hybrid - THCA,,13.19,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/lemonatti-flower-hybrid-thca
-6430763530400932631,Diamond CBD,diamondcbd.com,Diablo Flower – Sativa – THCA,,9.56,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/diablo-flower-sativa-thca
2650916829124294698,Diamond CBD,diamondcbd.com,Head Band Flower – Hybrid – THCA,,9.56,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/head-band-flower-hybrid-thca
-296189420948282567,Diamond CBD,diamondcbd.com,Cap Junky Flower – Indica – THCA,,9.56,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/cap-junky-flower-indica-thca
-8826046444241535017,Diamond CBD,diamondcbd.com,Grape Runtz Flower – Hybrid – THCA,,13.19,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/grape-runtz-flower-hybrid-thca
-2969895590846358291,Diamond CBD,diamondcbd.com,Area 41 Flower - Hybrid - THCA,,9.56,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/area-41-flower-hybrid-thca
7656210627639559643,Diamond CBD,diamondcbd.com,Durban Poison Flower – Sativa – THCA,,17.19,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/durban-poison-flower-sativa-thca
-8558321046560736807,Diamond CBD,diamondcbd.com,1.5g Chocolope Strain King Size Pre-Roll - Sativa - THCA - 1 Joint,,5.19,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/15g-chocolope-strain-king-size-pre-roll-sativa-thca-1-joint
5319343030815242709,Diamond CBD,diamondcbd.com,1.5g Diamond Tip Pre-Roll - Indica Blend - THCA,,6.40,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/15g-diamond-tip-pre-roll-indica-blend-thca
156992296852069965,Diamond CBD,diamondcbd.com,1.5g Death Star King Size Pre-Roll - Indica - THCA - 5 Joints,,20.24,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/15g-death-star-king-size-pre-roll-indica-thca-5-joints
3507340401528206902,Diamond CBD,diamondcbd.com,1.5g Maui Wowie King Size Pre-Roll - Sativa - THCA - 5 Joints,,20.24,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/15g-maui-wowie-king-size-pre-roll-sativa-thca-5-joints
4020481532811889701,Diamond CBD,diamondcbd.com,1.5g Hash Hole Pre-Roll - Sativa Blend - THCA,,6.40,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/15g-hash-hole-pre-roll-sativa-blend-thca
-8526587776490758269,Diamond CBD,diamondcbd.com,1.5g Ice Cream Cake King Size Pre-Roll - Indica - THCA - 1 Joint,,5.19,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/15g-ice-cream-cake-king-size-pre-roll-indica-thca-1-joint
-6683842846857640017,Diamond CBD,diamondcbd.com,1.5g Isolate Pre-Roll - Sativa Blend - THCA,,6.40,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/15g-isolate-pre-roll-sativa-blend-thca
8524085617547250029,Diamond CBD,diamondcbd.com,1.5g Forbidden Fruit Strain King Size Pre-Roll - Indica - THCA - 1 Joint,,5.19,,Flower,THC-A,THC-A,1,,https://diamondcbd.com/products/15g-forbidden-fruit-strain-king-size-pre-roll-indica-thca-1-joint
2965541709653268261,Diamond CBD,diamondcbd.com,"6000mg D8, HHC, THCP Vape Pen - Wedding Crasher - Hybrid - 6ml - Fresh",,23.99,,Vape,Delta-8,"Delta-8 THC, THC-P, HHC",1,,https://diamondcbd.com/products/6000mg-d8-hhc-thcp-vape-pen-wedding-crasher-hybrid-6ml-fresh
-8512400921343660652,Diamond CBD,diamondcbd.com,"2000mg THCA, D8 Vape Pen - Blue Dream - Hybrid - 2ml - Fresh",,15.19,,Vape,Delta-8,"Delta-8 THC, THC-A",1,,https://diamondcbd.com/products/2000mg-thca-d8-vape-pen-blue-dream-hybrid-2ml-fresh
6795059640212043088,Diamond CBD,diamondcbd.com,"2000mg THCP, D8 Vape Cart - Strawberry Amnesia - Sativa - 2ml - Fresh",,11.99,,Vape,Delta-8,"Delta-8 THC, THC-P",1,,https://diamondcbd.com/products/2000mg-thcp-d8-vape-cart-strawberry-amnesia-sativa-2ml-fresh
-3553527312200942275,Diamond CBD,diamondcbd.com,2000mg HHC Vape Pen - Green Crack - Sativa - 2ml - Fresh,,15.19,,Vape,HHC,HHC,1,,https://diamondcbd.com/products/2000mg-hhc-vape-pen-green-crack-sativa-2ml-fresh
-7322599380823690700,Diamond CBD,diamondcbd.com,25mg Delta 8 Gummies – Sour Bears – Diamond CBD,,15.99,,Gummy,Delta-8,"Delta-8 THC, CBD",1,,https://diamondcbd.com/products/25mg-delta-8-gummies-sour-bears-diamond-cbd
-7092795169339719366,Diamond CBD,diamondcbd.com,50mg Delta 8 Gummies - Gummy Bears - Diamond CBD,,19.99,,Gummy,Delta-8,"Delta-8 THC, CBD",1,,https://diamondcbd.com/products/50mg-delta-8-gummies-gummy-bears-diamond-cbd
-1658785950299912490,Diamond CBD,diamondcbd.com,50mg Full Spectrum CBD Gummies - Gummy Bears - Diamond CBD,,19.99,,Gummy,Full Spectrum,"CBD, Full Spectrum",1,,https://diamondcbd.com/products/50mg-full-spectrum-cbd-gummies-gummy-bears-diamond-cbd
-8054565789765899206,Diamond CBD,diamondcbd.com,25mg CBD & CBD Isolate Gummies - Gummy Bears - Diamond CBD,,15.99,,Gummy,CBD Only,CBD,1,,https://diamondcbd.com/products/25mg-cbd-cbd-isolate-gummies-gummy-bears-diamond-cbd
-4104268788643169476,Diamond CBD,diamondcbd.com,50mg Delta 8 Gummies - Sour Bears - Diamond CBD,,19.99,,Gummy,Delta-8,"Delta-8 THC, CBD",1,,https://diamondcbd.com/products/50mg-delta-8-gummies-sour-bears-diamond-cbd
61239714848174099,Diamond CBD,diamondcbd.com,100mg Full Spectrum CBD Gummies - Peach Sour Rings - Diamond CBD,,15.99,,Gummy,Full Spectrum,"CBD, Full Spectrum",1,,https://diamondcbd.com/products/100mg-full-spectrum-cbd-gummies-peach-sour-rings-diamond-cbd
